,Eigenvalue,v values
0,0.00010000000003085319,5e-05
1,0.01759410959176244,0.008796969696969697
2,0.03508922893113553,0.017543939393939396
3,0.05258636270356121,0.026290909090909094
4,0.07008651694448575,0.03503787878787879
5,0.08759069971569189,0.04378484848484849
6,0.10509992178544847,0.052531818181818186
7,0.12261519731381143,0.061278787878787884
8,0.14013754454440264,0.07002575757575757
9,0.15766798650401603,0.07877272727272727
10,0.17520755171141555,0.08751969696969697
11,0.19275727489674677,0.09626666666666667
12,0.2103181977330253,0.10501363636363636
13,0.2278913695811715,0.11376060606060606
14,0.24547784825016872,0.12250757575757576
15,0.263078700773949,0.13125454545454546
16,0.2806950042066778,0.14000151515151515
17,0.29832784643820154,0.14874848484848485
18,0.31597832703146866,0.15749545454545455
19,0.33364755808387225,0.16624242424242425
20,0.35133666511451334,0.17498939393939394
21,0.3690467879795223,0.18373636363636364
22,0.38677908181770015,0.19248333333333334
23,0.40453471802882346,0.20123030303030304
24,0.4223148852871732,0.20997727272727273
25,0.44012079059294207,0.21872424242424243
26,0.4579536603643737,0.22747121212121213
27,0.4758147415736642,0.23621818181818183
28,0.493705302929879,0.24496515151515152
29,0.511626636112323,0.2537121212121212
30,0.5295800570580809,0.2624590909090909
31,0.5475669073077154,0.2712060606060606
32,0.5655885554133389,0.2799530303030303
33,0.583646398413699,0.2887
34,0.6017418633811571,0.2974469696969697
35,0.6198764090459083,0.3061939393939394
36,0.6380515275031542,0.3149409090909091
37,0.6562687460094558,0.3236878787878788
38,0.6745296288749243,0.3324348484848485
39,0.6928357794585609,0.3411818181818182
40,0.7111888422745813,0.3499287878787879
41,0.7295905052183167,0.3586757575757576
42,0.7480425019209562,0.3674227272727273
43,0.7665466142432904,0.376169696969697
44,0.785104674919479,0.3849166666666667
45,0.8037185703629128,0.3936636363636364
46,0.8223902436473367,0.4024106060606061
47,0.8411216976776739,0.4111575757575758
48,0.859914998566353,0.4199045454545455
49,0.8787722792325021,0.4286515151515152
50,0.8976957432430934,0.43739848484848487
51,0.9166876689170778,0.44614545454545457
52,0.9357504137156067,0.45489242424242426
53,0.9548864189440263,0.46363939393939396
54,0.9740982147938435,0.47238636363636366
55,0.9933884257560972,0.48113333333333336
56,1.0127597764408904,0.48988030303030305
57,1.0322150978417843,0.49862727272727275
58,1.0517573340881294,0.5073742424242424
59,1.0713895497334218,0.5161212121212121
60,1.0911149376334195,0.5248681818181818
61,1.1109368274741978,0.5336151515151516
62,1.130858695017751,0.5423621212121212
63,1.150884172141097,0.5511090909090909
64,1.1710170577545547,0.5598560606060606
65,1.191261329696009,0.5686030303030304
66,1.2116211577107112,0.57735
67,1.2321009176410922,0.5860969696969697
68,1.2527052069681397,0.5948439393939394
69,1.273438861865953,0.6035909090909092
70,1.2943069759543706,0.6123378787878788
71,1.3153149209618122,0.6210848484848485
72,1.33646836954255,0.6298318181818182
73,1.3577733205303644,0.638578787878788
74,1.3792361269551086,0.6473257575757576
75,1.4008635272018473,0.6560727272727273
76,1.422662679755253,0.664819696969697
77,1.4446412020476858,0.6735666666666668
78,1.4668072140203254,0.6823136363636364
79,1.4891693871165523,0.691060606060606
80,1.511736999560205,0.6998075757575758
81,1.5345199989341292,0.7085545454545455
82,1.5575290732741225,0.7173015151515152
83,1.5807757321399445,0.7260484848484848
84,1.6042723994310268,0.7347954545454546
85,1.6280325200970223,0.7435424242424243
86,1.6520706833746162,0.752289393939394
87,1.676402765791928,0.7610363636363636
88,1.701046097961132,0.7697833333333334
89,1.7260196601835875,0.7785303030303031
90,1.75134431319615,0.7872772727272728
91,1.77704307209895,0.7960242424242424
92,1.8031414337737157,0.8047712121212122
93,1.829667771143198,0.8135181818181819
94,1.8566538117485223,0.8222651515151516
95,1.884135223792931,0.8310121212121212
96,1.9121523407083594,0.839759090909091
97,1.9407510665003775,0.8485060606060607
98,1.9699840202617707,0.8572530303030304
99,1.999912001935745,0.866
